Идентификатор DOI *,Количество авторов *,Фамилия *,Имя *,Количество аффилиаций *,Аффиляция *,Контрибьюция *,Дата публикации *,Наименование публикации *,Наименование издания *,Библиографическая ссылка *,Вид издания  *
10.3390/met13091509,6,"Letyagin N.V., Akopyan T.K."," Sector of Scientific Activity,  Sector of Scientific Activity",2,"Moscow Polytechnic University, Department of Metal Forming, Moscow Polytechnic University, Department of Metal Forming",0.17,2023,"The Characterization of Coatings Formed on As-Cast Al, Al–Si, and Al–Ca Aluminum Substrates by Plasma Electrolytic Oxidation",Metals,"Letyagin N.V., Sector of Scientific Activity, Akopyan T.K., Sector of Scientific Activity, Sokorev A.A., Department of Metal Forming, Sviridova T.A., Department of Metal Forming, Cherkasov S.O., Department of Metal Forming, Mansurov Y.N., Department of Wagons and Wagon Economy The Characterization of Coatings Formed on As-Cast Al, Al–Si, and Al–Ca Aluminum Substrates by Plasma Electrolytic Oxidation 2023 Metals, 13 (9), Art. No. 1509, pp. nan-nan",Статья
10.3390/cells12242778,8,,,2,"Moscow, Institute of General Pathology and Pathophysiology",0.0,2023,Scanning Probe Microscopy Techniques for Studying the Cell Glycocalyx,Cells,"Kolesov D., Moscow Polytechnic University, Astakhova A., Institute of General Pathology and Pathophysiology, Galdobina M., Institute of General Pathology and Pathophysiology, Moskovtsev A., Institute of General Pathology and Pathophysiology, Kubatiev A., Institute of General Pathology and Pathophysiology, Sokolovskaya A., Institute of General Pathology and Pathophysiology, Ukrainskiy L., Mechanical Engineering Research Institute of the Russian Academy of Sciences, Morozov S., Institute of General Pathology and Pathophysiology Scanning Probe Microscopy Techniques for Studying the Cell Glycocalyx 2023 Cells, 12 (24), Art. No. 2778, pp. nan-nan",Обзор
10.1007/s10692-023-10475-x,5,,,1,"Moscow, Moscow",0.0,2023,Mechanical Propertes of Composite Based on Nowoven Fabric from Blend of Fibers with Different Diameters,Fibre Chemistry,"Chernousova N.V., A.N. Kosygin Russian State University (Rossiiskii Gosudarstvennyi Universitet im. A.N. Kosygina), Zakharova V.A., A.N. Kosygin Russian State University (Rossiiskii Gosudarstvennyi Universitet im. A.N. Kosygina), Kozhevnikova O.V., A.N. Kosygin Russian State University (Rossiiskii Gosudarstvennyi Universitet im. A.N. Kosygina), Dedov A.V., Moscow Polytechnic University (Moskovskii Politekhnicheskii Universitet), Nazarov V.G., Moscow Polytechnic University (Moskovskii Politekhnicheskii Universitet) Mechanical Propertes of Composite Based on Nowoven Fabric from Blend of Fibers with Different Diameters 2023 Fibre Chemistry, 55 (4), Art. No. nan, pp. 264-268",Статья
10.3390/cells12202428,8,Kolesov D., Research Laboratory of SPM,1,Moscow Polytechnic University,0.12,2023,Scanning Ion-Conductance Microscopy for Studying Mechanical Properties of Neuronal Cells during Local Delivery of Glutamate,Cells,"Kolmogorov V., Research Laboratory of Biophysics, Erofeev A., Research Laboratory of Biophysics, Vaneev A., Research Laboratory of Biophysics, Gorbacheva L., Faculty of Biology, Kolesov D., Research Laboratory of SPM, Klyachko N., Faculty of Chemistry, Korchev Y., Department of Medicine, Gorelkin P., Research Laboratory of Biophysics Scanning Ion-Conductance Microscopy for Studying Mechanical Properties of Neuronal Cells during Local Delivery of Glutamate 2023 Cells, 12 (20), Art. No. 2428, pp. nan-nan",Статья
10.1016/j.matlet.2023.134428,5,"Zadorozhnyy M.Y., Golovin I.S."," National University of Science and Technology MISIS,  National University of Science and Technology MISIS",3,"Leninsky Ave.4, Moscow Polytechnic University, B.Semenovskay 38, Leninsky Ave.4, Moscow Polytechnic University",0.2,2023,Internal friction in AA5051 alloy subjected to compression with torsion,Materials Letters,"Palacheva V.V., National University of Science and Technology MISIS, Zadorozhnyy M.Y., National University of Science and Technology MISIS, Mikhaylovskaya A.V., National University of Science and Technology MISIS, Petrov P.A., Moscow Polytechnic University, Golovin I.S., National University of Science and Technology MISIS Internal friction in AA5051 alloy subjected to compression with torsion 2023 Materials Letters, 344 (nan), Art. No. 134428, pp. nan-nan",Статья
10.3390/en16207144,5,"Keller A.V., Shadrin S.S., Makarova D.A."," Sociocenter,  Sociocenter,  Sociocenter",3,"Tverskoy Boulevard, Moscow Polytechnic University, Tverskoy Boulevard, Moscow Polytechnic University, Tverskoy Boulevard, Moscow Polytechnic University, Bolshaya Semyonovskaya Street",0.3,2023,Development of an Electric All-Wheel-Drive Simulation Model Used to Test Torque Distribution Algorithms,Energies,"Zavatsky A.M., Central Scientific Research Automobile and Automotive Engines Institute (NAMI), Keller A.V., Sociocenter, Shadrin S.S., Sociocenter, Makarova D.A., Sociocenter, Furletov Y.M., Moscow Polytechnic University Development of an Electric All-Wheel-Drive Simulation Model Used to Test Torque Distribution Algorithms 2023 Energies, 16 (20), Art. No. 7144, pp. nan-nan",Статья
10.3390/en16155783,5,Voitovich E.V., Department of Industrial and Civil Engineering,1,Moscow Polytechnic University,0.2,2023,Temperature Evaluation of a Building Facade with a Thin Plaster Layer under Various Degrees of Cloudiness,Energies,"Korkina E.V., Research Institute of Building Physics, Gorbarenko E.V., Research Institute of Building Physics, Voitovich E.V., Department of Industrial and Civil Engineering, Tyulenev M.D., Department of Heat and Gas Supply and Ventilation, Kozhukhova N.I., Department of Material Science and Material Technology Temperature Evaluation of a Building Facade with a Thin Plaster Layer under Various Degrees of Cloudiness 2023 Energies, 16 (15), Art. No. 5783, pp. nan-nan",Статья
10.1088/1612-202X/ad053e,4,,,3,"Moscow, All-Russian Institute of Scientific and Technical Information, Moscow Institute of Physics and Technology",0.0,2023,Extra long phosphorescence in organic materials at cryogenic temperatures investigation,Laser Physics Letters,"Tsipenyuk D.Y., Moscow Polytechnic University, Slobodyanin V.P., Moscow Institute of Physics and Technology, Voropinov A.V., LaserGraphicArt Ltd, Chikin F.K., Moscow Institute of Physics and Technology Extra long phosphorescence in organic materials at cryogenic temperatures investigation 2023 Laser Physics Letters, 20 (12), Art. No. 126002, pp. nan-nan",Статья
10.1002/app.54532,5,"Kondratov A.P., Nikolaev A.A., Nazarov V.G., Vereshchagin V.Y."," Department of Incognitive Technologies,  Department of Incognitive Technologies,  Department of Incognitive Technologies,  Department of Incognitive Technologies",1,"Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University",0.8,2023,Design and multilevel structuring of shape memory polymers for pleochroism control,Journal of Applied Polymer Science,"Kondratov A.P., Department of Incognitive Technologies, Nikolaev A.A., Department of Incognitive Technologies, Nazarov V.G., Department of Incognitive Technologies, Vereshchagin V.Y., Department of Incognitive Technologies, Volinsky A.A., Department of Mechanical Engineering Design and multilevel structuring of shape memory polymers for pleochroism control 2023 Journal of Applied Polymer Science, 140 (41), Art. No. e54532, pp. nan-nan",Статья
10.1007/s11018-023-02248-z,4,,,2,"Moscow, Metrological Center of the Ministry of Defense of the Russian Federation, Moscow, Metrological Center of the Ministry of Defense of the Russian Federation",0.0,2023,Analysis of operation models of complex technical systems,Measurement Techniques,"Ershov D.S., Moscow Polytechnic University, Malakhov A.V., Moscow Polytechnic University, Talalai A.V., Scientific and Technical Committee (Metrological Service of the Armed Forces of the Russian Federation), Khayrullin R.Z., Metrological Center of the Ministry of Defense of the Russian Federation Analysis of operation models of complex technical systems 2023 Measurement Techniques, 66 (7), Art. No. nan, pp. 461-474",Статья
10.1134/S0036029523120170,4,,,1,"Moscow, Moscow, Moscow, Moscow",0.0,2023,Structure and Properties of the Product Sintered from the Powder Produced by Electroerosion of R18 Steel Waste,Russian Metallurgy (Metally),"Latypova G.R., Moscow Polytechnic University, Karpenko N.N., Moscow Polytechnic University, Latypov R.A., Moscow Polytechnic University, Strizheus V.A., Moscow Polytechnic University Structure and Properties of the Product Sintered from the Powder Produced by Electroerosion of R18 Steel Waste 2023 Russian Metallurgy (Metally), 2023 (12), Art. No. nan, pp. 1972-1976",Статья
10.1134/S0018143923050120,2,,,1,Moscow,0.0,2023,Effect of Ionizing Radiation on Electrical Conductivity of a Tetrafluoroethylene–Ethylene Copolymer Containing Single-Wall Carbon Nanotubes,High Energy Chemistry,"Selkin V.P., Belyi Institute of Mechanics of Metal–Polymer Systems, Kopylov S.V., Moscow Polytechnic University Effect of Ionizing Radiation on Electrical Conductivity of a Tetrafluoroethylene–Ethylene Copolymer Containing Single-Wall Carbon Nanotubes 2023 High Energy Chemistry, 57 (5), Art. No. nan, pp. 457-458",Статья
10.1007/s11015-023-01612-2,6,Makarenkov D.A., National Research Center “Kurchatov Institute”,2,"Moscow, Moscow Polytechnic University",0.08,2023,Investigation of a Multi-Stage Integrated Technology for Processing Lithium-Cobalt Current Sources with the Production of Import-Substituting Cobalt and Lithium Compounds,Metallurgist,"Nazarov V.I., National Research Center “Kurchatov Institute”, Retivov V.M., National Research Center “Kurchatov Institute”, Makarenkov D.A., National Research Center “Kurchatov Institute”, Aflyatunova G.R., National Research Center “Kurchatov Institute”, Kuznetsova N.A., MIREA — Russian Technological University, Popov A.P., National Research Center “Kurchatov Institute” Investigation of a Multi-Stage Integrated Technology for Processing Lithium-Cobalt Current Sources with the Production of Import-Substituting Cobalt and Lithium Compounds 2023 Metallurgist, 67 (7-8), Art. No. nan, pp. 1208-1223",Статья
10.3390/membranes13080717,14,Milovich F., Department of Materials Science,2,"Moscow Polytechnic University, Department of Materials Science of Semiconductors and Dielectrics",0.04,2023,Structure and Physical Properties of Ceramic Materials Based on ZrO2-Sc2O3 for SOFC Electrolytic Membranes Obtained from Powders of Melted Solid Solutions with a Similar Composition,Membranes,"Agarkov D., Osipyan Institute of Solid State Physics RAS, Borik M., Prokhorov General Physics Institute of Russian Academy of Sciences, Buzaeva E., Institute of High Technologies and New Materials, Korableva G., Osipyan Institute of Solid State Physics RAS, Kulebyakin A., Prokhorov General Physics Institute of Russian Academy of Sciences, Kuritsyna I., Osipyan Institute of Solid State Physics RAS, Larina N., Institute of High Technologies and New Materials, Kyashkin V., Institute of High Technologies and New Materials, Lomonova E., Prokhorov General Physics Institute of Russian Academy of Sciences, Milovich F., Department of Materials Science, Myzina V., Prokhorov General Physics Institute of Russian Academy of Sciences, Ryabochkina P., Institute of High Technologies and New Materials, Tabachkova N., Prokhorov General Physics Institute of Russian Academy of Sciences, Zakharov D., Department of Materials Science of Semiconductors and Dielectrics Structure and Physical Properties of Ceramic Materials Based on ZrO2-Sc2O3 for SOFC Electrolytic Membranes Obtained from Powders of Melted Solid Solutions with a Similar Composition 2023 Membranes, 13 (8), Art. No. 717, pp. nan-nan",Статья
10.13187/bg.2023.4.1706,4,,,1,"Russian Federation, Russian Federation",0.0,2023,I.E. Zabelin as a Teacher of Russian Literature (Based on Archival Materials); [И.Е. Забелин как преподаватель российской словесности (по архивным материалам)],Bylye Gody,"Kokorina Y.G., Moscow Polytechnic University, Chernov V.A., Pacific National University, Vagabov M.M., Moscow Polytechnic University, Moroz N.A., University of Tumen I.E. Zabelin as a Teacher of Russian Literature (Based on Archival Materials); [И.Е. Забелин как преподаватель российской словесности (по архивным материалам)] 2023 Bylye Gody, 18 (4), Art. No. nan, pp. 1706-1716",Статья
10.3103/S1068798X23090071,3,,,1,"Moscow, Moscow, Moscow",0.0,2023,Improved Belt Drives,Russian Engineering Research,"Balovnev N.P., Moscow Polytechnic University, Brovkina Y.I., Moscow Polytechnic University, Starikov A.I., Moscow Polytechnic University Improved Belt Drives 2023 Russian Engineering Research, 43 (9), Art. No. nan, pp. 1064-1067",Статья
10.26668/revistajur.2316-753X.v3i75.6504,5,,,1,"Moscow, Moscow",0.0,2023,IMPROVING INSTITUTIONAL FORMS OF STATE SUPPORT FOR SMALL AGRICULTURAL BUSINESSES,Revista Juridica,"Gayduk V., Kuban State Agrarian University, Kovalchuk M., Kuban State Agrarian University, Кhaliapin A., Kuban State Agrarian University, Goridko N., Moscow Polytechnic University, Semenova V., Moscow Polytechnic University IMPROVING INSTITUTIONAL FORMS OF STATE SUPPORT FOR SMALL AGRICULTURAL BUSINESSES 2023 Revista Juridica, 3 (75), Art. No. nan, pp. 679-695",Статья
10.1134/S0031918X2360080X,5,Doroshenko V.V., National Research Technological University MISiS,2,"Moscow, Moscow Polytechnic University, Moscow",0.1,2023,The Structure and Mechanical Properties of Rolled Sheets of the Multicomponent Al–2.5Ca–2.5Mg Alloy Doped with Scandium and Zirconium,Physics of Metals and Metallography,"Doroshenko V.V., National Research Technological University MISiS, Naumova E.A., National Research Technological University MISiS, Aksenov A.A., Moscow Polytechnic University, Shcherbakova O.O., Ishlinsky Institute for Problems of Mechanics, Finogeev A.S., National Research Technological University MISiS The Structure and Mechanical Properties of Rolled Sheets of the Multicomponent Al–2.5Ca–2.5Mg Alloy Doped with Scandium and Zirconium 2023 Physics of Metals and Metallography, 124 (7), Art. No. nan, pp. 692-697",Статья
10.3390/resources12100113,10,"Golik V.I., Aleksakhina Y.V., Alenina E.E."," Metallurgy Department,  Management Department,  Management Department",2,"Moscow Polytechnic University, Mining Department, Moscow Polytechnic University, Moscow Polytechnic University",0.25,2023,Comprehensive Recovery of Metals in Tailings Utilization with Mechanochemical Activation,Resources,"Golik V.I., Metallurgy Department, Mitsik M.F., Department of Mathematics and Applied Information Science, Aleksakhina Y.V., Management Department, Alenina E.E., Management Department, Ruban-Lazareva N.V., Department of State and Municipal Finance, Kruzhkova G.V., Economics Department, Kondratyeva O.A., Economics Department, Trushina E.V., Economics Department, Skryabin O.O., Department of Industrial Management, Khayrutdinov M.M., Itasca Consultants GmbH Comprehensive Recovery of Metals in Tailings Utilization with Mechanochemical Activation 2023 Resources, 12 (10), Art. No. 113, pp. nan-nan",Статья
,3,"Volodina O.V., Skvortsov A.A., Nikolaev V.K."," Department of Dynamics,  Department of Dynamics,  Department of Dynamics",1,"Strength of Machines and Resistance of Materials, Strength of Machines and Resistance of Materials, Strength of Machines and Resistance of Materials",1.0,2023,LOGIC GATES BASED ON THERMAL MEMORY ELEMENTS,International Journal on Technical and Physical Problems of Engineering,"Volodina O.V., Department of Dynamics, Skvortsov A.A., Department of Dynamics, Nikolaev V.K., Department of Dynamics LOGIC GATES BASED ON THERMAL MEMORY ELEMENTS 2023 International Journal on Technical and Physical Problems of Engineering, 15 (4), Art. No. nan, pp. 426-433",Статья
10.26668/revistajur.2316-753X.v3i75.6503,5,,,1,Moscow,0.0,2023,LEGAL BASIS FOR THE DEVELOPMENT OF AN INDUSTRIAL INTERNET PLATFORM IN THE CONTEXT OF DIGITAL TRANSFORMATION,Revista Juridica,"Muyang G., Lomonosov Moscow State University, Sekerin V., Russian State University for the Humanities, Efremov A., Moscow Polytechnic University, Gorokhova A., Russian State University for the Humanities, Gayduk V., Kuban State Agrarian University LEGAL BASIS FOR THE DEVELOPMENT OF AN INDUSTRIAL INTERNET PLATFORM IN THE CONTEXT OF DIGITAL TRANSFORMATION 2023 Revista Juridica, 3 (75), Art. No. nan, pp. 667-678",Статья
10.1134/S0036029523700374,5,,,1,"Moscow, Moscow, Moscow, Moscow, Moscow",0.0,2023,Evolution of the Composition of the Ion-Alloyed Layer in a VT6 Titanium Alloy after Aluminum–Ion Irradiation,Russian Metallurgy (Metally),"Ovchinnikov V.V., Moscow Polytechnic University, Uchevatkina N.V., Moscow Polytechnic University, Kurbatova I.A., Moscow Polytechnic University, Yakutina S.V., Moscow Polytechnic University, Solov’ev I.S., Moscow Polytechnic University Evolution of the Composition of the Ion-Alloyed Layer in a VT6 Titanium Alloy after Aluminum–Ion Irradiation 2023 Russian Metallurgy (Metally), 2023 (13), Art. No. nan, pp. 2275-2280",Статья
10.1007/s11015-023-01526-z,6,,,1,"Moscow, Moscow",0.0,2023,Efficiency Gains When Using Activated Mill Tailings in Underground Mining,Metallurgist,"Brigida V.S., Patrice Lumumba Peoples’ Friendship University of Russia (RUDN University), Golik V.I., Moscow Polytechnic University, Klyuev R.V., Moscow Polytechnic University, Sabirova L.B., Satbayev National Research University, Mambetalieva A.R., Satbayev National Research University, Karlina Y.I., Moscow State University of Civil Engineering Efficiency Gains When Using Activated Mill Tailings in Underground Mining 2023 Metallurgist, 67 (3-4), Art. No. nan, pp. 398-408",Статья
10.1134/S1063774523600369,7,,,2,"Moscow, Moscow, Shubnikov Institute of Crystallography",0.0,2023,Microstructure of Gel Films of Bacterial Cellulose Synthesized under Static Conditions of Cultivation of the Gluconacetobacter hansenii GH-1/2008 Strain on Nutrient Media with Different Carbon Sources,Crystallography Reports,"Bolgova A.L., Moscow Polytechnic University, Shevtsov A.V., Skryabin Institute of Bioengineering, Arkharova N.A., Shubnikov Institute of Crystallography, Karimov D.N., Shubnikov Institute of Crystallography, Makarov I.S., Topchiev Institute of Petrochemical Synthesis, Gromovykh T.I., Moscow Polytechnic University, Klechkovskaya V.V., Shubnikov Institute of Crystallography Microstructure of Gel Films of Bacterial Cellulose Synthesized under Static Conditions of Cultivation of the Gluconacetobacter hansenii GH-1/2008 Strain on Nutrient Media with Different Carbon Sources 2023 Crystallography Reports, 68 (4), Art. No. nan, pp. 607-614",Статья
10.28991/ESJ-2023-07-06-020,10,Vatutina L., Department of Management,1,Moscow Polytechnic University,0.1,2023,New Concept of Teaching English to Students from Non-English Speaking Countries,Emerging Science Journal,"Rintaningrum R., Development Study Department, Kavgić A., Department of English Studies, Garaeva M., Department of Foreign Languages, Shcherbatykh L., Department of Foreign Languages and Methods of Their Teaching, Kosov M., Department of Public Finance, Morán P., Department of Educational Sciences, Saddhono K., Department of Language and Art Education, Shalina O., Department of Economic Theory, Vatutina L., Department of Management, Dudnik O., Department of Pediatric New Concept of Teaching English to Students from Non-English Speaking Countries 2023 Emerging Science Journal, 7 (6), Art. No. nan, pp. 2202-2215",Статья
10.3390/en16248101,9,Klyuev R.V., Department “Technique and Technology of Mining and Oil and Gas Production”,1,Moscow Polytechnic University,0.11,2023,A Methodological Approach to the Simulation of a Ship’s Electric Power System,Energies,"Boychuk I.P., Department of Higher Mathematics and Physics, Grinek A.V., Department of Operation of Ship’s Electrical Equipment and Automatic Devices, Martyushev N.V., Department of Advanced Technologies, Klyuev R.V., Department “Technique and Technology of Mining and Oil and Gas Production”, Malozyomov B.V., Department of Electrotechnical Complexes, Tynchenko V.S., Department of Technological Machines and Equipment of Oil and Gas Complex, Kukartsev V.A., Department of Materials Science and Materials Processing Technology, Tynchenko Y.A., Department of Technological Machines and Equipment of Oil and Gas Complex, Kondratiev S.I., Department of Ships Navigation A Methodological Approach to the Simulation of a Ship’s Electric Power System 2023 Energies, 16 (24), Art. No. 8101, pp. nan-nan",Статья
10.1186/s40468-023-00247-z,4,Saenko N., Department of Humanitarian Disciplines,1,Faculty of Basic Competencies,0.25,2023,"Learner-oriented assessment matters: testing the effects of academic buoyancy, reflective thinking, and learner enjoyment in self-assessment and test-taking anxiety management of the EFL learners",Language Testing in Asia,"Nurjamin A., Indonesian Institute of Education, Salazar-Espinoza D.-E., Universidad Nacional Daniel Alcides Carrión, Saenko N., Department of Humanitarian Disciplines, Bina E., Department of English Language and Literature Learner-oriented assessment matters: testing the effects of academic buoyancy, reflective thinking, and learner enjoyment in self-assessment and test-taking anxiety management of the EFL learners 2023 Language Testing in Asia, 13 (1), Art. No. 30, pp. nan-nan",Статья
10.17223/23062061/32/5,1,Perevalova E.V., The Journalism and Mass Communications Department,1,Moscow Polytechnic University,1.0,2023,A “CHRONICLER of GRAND DUKE'S TRAVELS”: KONSTANTIN SLUCHEVSKY the ESSAYIST (BASED on the MATERIALS of the NEWSPAPER MOSKOVSKIE VEDOMOSTI); [«ЛЕТОПИСЕЦ ВЕЛИКОКНЯЖЕСКИХ ПУТЕШЕСТВИЙ»: КОНСТАНТИН СЛУЧЕВСКИЙ - ОЧЕРКИСТ (ПО МАТЕРИАЛАМ ГАЗЕТЫ «МОСКОВСКИЕ ВЕДОМОСТИ»)],"Tekst, Kniga, Knigoizdaniye","Perevalova E.V., The Journalism and Mass Communications Department A “CHRONICLER of GRAND DUKE'S TRAVELS”: KONSTANTIN SLUCHEVSKY the ESSAYIST (BASED on the MATERIALS of the NEWSPAPER MOSKOVSKIE VEDOMOSTI); [«ЛЕТОПИСЕЦ ВЕЛИКОКНЯЖЕСКИХ ПУТЕШЕСТВИЙ»: КОНСТАНТИН СЛУЧЕВСКИЙ - ОЧЕРКИСТ (ПО МАТЕРИАЛАМ ГАЗЕТЫ «МОСКОВСКИЕ ВЕДОМОСТИ»)] 2023 Tekst, Kniga, Knigoizdaniye, 2023 (32), Art. No. nan, pp. 82-97",Статья
10.1007/s00170-023-12013-9,5,Radionova L., Department of Metallurgy,1,Moscow Polytechnic University,0.2,2023,Resistance spot welding of high-strength low-alloyed (HSLA) 420 steel and bake-hardening (BH) 220 steel,International Journal of Advanced Manufacturing Technology,"Zhao D., Department of Welding Engineering, Vdonin N., Department of Welding Engineering, Radionova L., Department of Metallurgy, Glebov L., Department of Metal Forming, Guseinov K., Department of Engineering Mechanics Resistance spot welding of high-strength low-alloyed (HSLA) 420 steel and bake-hardening (BH) 220 steel 2023 International Journal of Advanced Manufacturing Technology, 128 (3-4), Art. No. nan, pp. 1441-1453",Статья
10.1109/JIOT.2023.3263598,5,,,2,"Department of Smart Technologies, North-Eastern Federal University",0.0,2023,Blockchain Meets Federated Learning in Healthcare: A Systematic Review With Challenges and Opportunities,IEEE Internet of Things Journal,"Myrzashova R., University of Science and Technology of China, Alsamhi S.H., Ibb University, Shvetsov A.V., Moscow Polytechnic University, Hawbani A., University of Science and Technology of China, Wei X., University of Science and Technology of China Blockchain Meets Federated Learning in Healthcare: A Systematic Review With Challenges and Opportunities 2023 IEEE Internet of Things Journal, 10 (16), Art. No. nan, pp. 14418-14437",Статья
10.1051/0004-6361/202245189,7,,,1,Tverskaya street,0.0,2023,Understanding of the properties of neural network approaches for transient light curve approximations,Astronomy and Astrophysics,"Demianenko M., Max-Planck-Institut für Astronomie, Malanchev K., Department of Astronomy, Samorodova E., Lomonosov Moscow State University, Sysak M., Moscow Institute of Physics and Technology, Shiriaev A., Moscow Polytechnic University, Derkach D., HSE University, Hushchyn M., HSE University Understanding of the properties of neural network approaches for transient light curve approximations 2023 Astronomy and Astrophysics, 677 (nan), Art. No. A16, pp. nan-nan",Статья
10.1007/s10556-023-01226-0,4,,,1,"Moscow, Moscow, Moscow",0.0,2023,Effect of Raschig Ring Wall Thickness on Energy Consumption during Column Equipment Operation,Chemical and Petroleum Engineering,"Golovanov I.Y., Moscow Polytechnic University, Baranova E.Y., Moscow Polytechnic University, Sokolov A.S., Moscow Polytechnic University, Lagutkin M.G., Moscow Institute of Radio Engineering Effect of Raschig Ring Wall Thickness on Energy Consumption during Column Equipment Operation 2023 Chemical and Petroleum Engineering, 59 (3-4), Art. No. nan, pp. 185-190",Статья
10.1134/S0036029523700088,3,,,1,"Moscow, Moscow, Moscow",0.0,2023,Effect of Heat Treatment on the Structure and Properties of a D16 Aluminum Alloy,Russian Metallurgy (Metally),"Kutepova L.V., Moscow Polytechnic University, Volgina N.I., Moscow Polytechnic University, Khlamkova S.S., Moscow Polytechnic University Effect of Heat Treatment on the Structure and Properties of a D16 Aluminum Alloy 2023 Russian Metallurgy (Metally), 2023 (13), Art. No. nan, pp. 2054-2058",Статья
10.3390/s23208461,4,Gasiyarov V.R., Department of Automation and Control,1,Moscow Polytechnic University,0.25,2023,Overview of Promising Solutions in Subsurface Sounding Equipment,"Sensors (Basel, Switzerland)","Bryakin I.V., Laboratory of Information and Measuring Systems, Bochkarev I.V., Department of Electromechanics, Khramshin V.R., Power Engineering and Automated Systems Institute, Gasiyarov V.R., Department of Automation and Control Overview of Promising Solutions in Subsurface Sounding Equipment 2023 Sensors (Basel, Switzerland), 23 (20), Art. No. nan, pp. nan-nan",Обзор
10.1007/s00013-023-01876-9,4,Khammatova D.M., Kazan Federal University,2,"Kazan, Moscow Polytechnic University",0.12,2023,Weissler and Bernoulli type inequalities in Bergman spaces,Archiv der Mathematik,"Baranov A.D., St. Petersburg State University, Kayumov I.R., St. Petersburg State University, Khammatova D.M., Kazan Federal University, Khasyanov R.S., St. Petersburg State University Weissler and Bernoulli type inequalities in Bergman spaces 2023 Archiv der Mathematik, 121 (2), Art. No. nan, pp. 155-169",Статья
10.3390/en16093909,8,Klyuev R.V., Technique and Technology of Mining and Oil and Gas Production Department,1,Moscow Polytechnic University,0.12,2023,Study of Supercapacitors Built in the Start-Up System of the Main Diesel Locomotive,Energies,"Malozyomov B.V., Department of Electrotechnical Complexes, Martyushev N.V., Department of Advanced Technologies, Kukartsev V.A., Department of Materials Science and Materials Processing Technology, Kukartsev V.V., Department of Informatics, Tynchenko S.V., Department of Digital Control Technologies, Klyuev R.V., Technique and Technology of Mining and Oil and Gas Production Department, Zagorodnii N.A., Department of Operation and Organization of Vehicle Traffic, Tynchenko Y.A., Laboratory of Biofuel Compositions Study of Supercapacitors Built in the Start-Up System of the Main Diesel Locomotive 2023 Energies, 16 (9), Art. No. 3909, pp. nan-nan",Статья
10.3390/membranes13030312,13,Milovich F., Department of Materials Science,2,"Moscow Polytechnic University, Department of Materials Science of Semiconductors and Dielectrics",0.04,2023,"Stability of the Structural and Transport Characteristics of (ZrO2)0.99−x(Sc2O3)x(R2O3)0.01 (R–Yb, Y, Tb, Gd) Electrolytic Membranes to High-Temperature Exposure",Membranes,"Agarkov D., Osipyan Institute of Solid State Physics RAS, Borik M., Prokhorov General Physics Institute of Russian Academy of Sciences, Korableva G., Osipyan Institute of Solid State Physics RAS, Kulebyakin A., Prokhorov General Physics Institute of Russian Academy of Sciences, Kuritsyna I., Osipyan Institute of Solid State Physics RAS, Larina N., Institute of High Technologies and New Materials, Lomonova E., Prokhorov General Physics Institute of Russian Academy of Sciences, Milovich F., Department of Materials Science, Myzina V., Prokhorov General Physics Institute of Russian Academy of Sciences, Ryabochkina P., Institute of High Technologies and New Materials, Tabachkova N., Prokhorov General Physics Institute of Russian Academy of Sciences, Volkova T., Institute of High Technologies and New Materials, Zakharov D., Department of Materials Science of Semiconductors and Dielectrics Stability of the Structural and Transport Characteristics of (ZrO2)0.99−x(Sc2O3)x(R2O3)0.01 (R–Yb, Y, Tb, Gd) Electrolytic Membranes to High-Temperature Exposure 2023 Membranes, 13 (3), Art. No. 312, pp. nan-nan",Статья
10.1007/s00170-023-10807-5,6,,,1,Moscow,0.0,2023,Metallurgical and mechanical attributes of gas metal arc welded high-strength low-alloy steel,International Journal of Advanced Manufacturing Technology,"Zhao D., Department of Welding Engineering, Bezgans Y., Department of Welding Engineering, Vdonin N., Department of Welding Engineering, Radionova L., Moscow Polytechnic University, Glebov L., Department of Metal Forming, Bykov V., Department of Metal Forming Metallurgical and mechanical attributes of gas metal arc welded high-strength low-alloy steel 2023 International Journal of Advanced Manufacturing Technology, 125 (3-4), Art. No. nan, pp. 1305-1323",Статья
10.3390/machines11020252,4,"Radionova L.V., Gromov D.V."," Department of Metallurgy,  Department of Metallurgy",1,"Moscow Polytechnic University, Moscow Polytechnic University",0.5,2023,Experimental Determination and Calculation of the Wire Drawing Force in Monolithic Dies on Straight-Line Drawing Machines,Machines,"Radionova L.V., Department of Metallurgy, Gromov D.V., Department of Metallurgy, Lisovskiy R.A., Department of Metal Forming, Erdakov I.N., Department of Metal Forming Experimental Determination and Calculation of the Wire Drawing Force in Monolithic Dies on Straight-Line Drawing Machines 2023 Machines, 11 (2), Art. No. 252, pp. nan-nan",Статья
