Идентификатор DOI *,Количество авторов *,Фамилия *,Имя *,Количество аффилиаций *,Аффиляция *,Контрибьюция *,Дата публикации *,Наименование публикации *,Наименование издания *,Библиографическая ссылка *,Вид издания  *
10.3103/S0027132224700025,2,Samokhin V.N., Chair of Mathematics,1,Moscow Polytechnic University,0.5,2024,Nonclassical Problems of the Mathematical Theory of Hydrodynamic Boundary Layer,Moscow University Mathematics Bulletin,"Samokhin V.N., Chair of Mathematics, Chechkin G.A., Chair of Differential Equations Nonclassical Problems of the Mathematical Theory of Hydrodynamic Boundary Layer 2024 Moscow University Mathematics Bulletin, 79 (1), Art. No. nan, pp. 11-21",Статья
10.1016/j.ijhydene.2023.04.302,12,Zadorozhnyy M., National University of Science and Technology “MISIS”,2,"Leninsky Prosp., Moscow Polytechnic University",0.04,2024,Production of multi-principal-component alloys by pendent-drop melt extraction,International Journal of Hydrogen Energy,"Korol A., National University of Science and Technology “MISIS”, Zadorozhnyy V., National University of Science and Technology “MISIS”, Zadorozhnyy M., National University of Science and Technology “MISIS”, Bazlov A., National University of Science and Technology “MISIS”, Berdonosova E., Department of Chemistry, Serov M., Moscow Aviation Institute (National Research University), Stepashkin A., National University of Science and Technology “MISIS”, Zheleznyi M., National University of Science and Technology “MISIS”, Novikov A., National University of Science and Technology “MISIS”, Kaloshkin S., National University of Science and Technology “MISIS”, Klyamkin S., Department of Chemistry, Savvotin I., Department of Chemistry Production of multi-principal-component alloys by pendent-drop melt extraction 2024 International Journal of Hydrogen Energy, 54 (nan), Art. No. nan, pp. 161-175",Статья
10.31341/jios.48.1.10,1,,,1,Moscow,0.0,2024,Digitalization of Education and Information Technologies as a Factor of Digital Economic Development,Journal of Information and Organizational Sciences,"Pluzhnikova N.N., Moscow Polytechnic University Digitalization of Education and Information Technologies as a Factor of Digital Economic Development 2024 Journal of Information and Organizational Sciences, 48 (1), Art. No. nan, pp. 183-190",Статья
10.1016/j.jallcom.2024.175038,10,,,1,"Moscow, Moscow, Moscow",0.0,2024,Hydrogenation features of TiZrHfNbTa high-entropy alloy produced by calcium-hydride synthesis,Journal of Alloys and Compounds,"Yudin S., Moscow Polytechnic University, Volodko S., Moscow Polytechnic University, Savvotin I., Department of Chemistry, Berdonosova E., Department of Chemistry, Klyamkin S., Department of Chemistry, Bindyug D., National University of Science and Technology MISiS, Zaitsev A., National University of Science and Technology MISiS, Yakushko E., Moscow Polytechnic University, Moskovskikh D., National University of Science and Technology MISiS, Zadorozhnyy V., National University of Science and Technology MISiS Hydrogenation features of TiZrHfNbTa high-entropy alloy produced by calcium-hydride synthesis 2024 Journal of Alloys and Compounds, 999 (nan), Art. No. 175038, pp. nan-nan",Статья
10.1088/1402-4896/ad3c79,5,,,1,"38 Bolshaya Semyonovskaya Str., 38 Bolshaya Semyonovskaya Str.",0.0,2024,Thermodynamics of solvent sorption by layers of carbon-chain polymers in damping rubber blankets,Physica Scripta,"Konyukhov V.Y., Mendeleev University of Chemical Technology, Kondratov A.P., Moscow Polytechnic University, Yamilinets S.Y., Moscow Polytechnic University, Marchenko E.S., National Research Tomsk State University, Baigonakova G.A., National Research Tomsk State University Thermodynamics of solvent sorption by layers of carbon-chain polymers in damping rubber blankets 2024 Physica Scripta, 99 (5), Art. No. 055968, pp. nan-nan",Статья
10.3103/S1068798X24700242,2,Varshavsky A.A., Kolomna Institute,1,Moscow Polytechnic University,0.5,2024,Balancing Drive for a Diesel Engine with Improved Maintenance and Regulation,Russian Engineering Research,"Varshavsky A.A., Kolomna Institute, Astapov V.S., TMH Engine Engineering Center Balancing Drive for a Diesel Engine with Improved Maintenance and Regulation 2024 Russian Engineering Research, 44 (3), Art. No. nan, pp. 307-311",Статья
10.13187/bg.2024.2.658,3,,,1,"Russian Federation, Russian Federation",0.0,2024,Creative Laboratory of the Historian: I.E. Zabelin as a Bibliophile (based on the Archival Materials); [Творческая лаборатория историка: И.Е. Забелин как библиофил (на основе архивных материалов)],Bylye Gody,"Kokorina Y.G., Moscow Polytechnic University, Vagabov M.M., Moscow Polytechnic University, Jumaniyozova M.T., Urgench State University Creative Laboratory of the Historian: I.E. Zabelin as a Bibliophile (based on the Archival Materials); [Творческая лаборатория историка: И.Е. Забелин как библиофил (на основе архивных материалов)] 2024 Bylye Gody, 19 (2), Art. No. nan, pp. 658-669",Статья
10.3390/geosciences14040102,9,Klyuev R.V., Technique and Technology of Mining and Oil and Gas Production Department,1,Moscow Polytechnic University,0.11,2024,Radon Emanation and Dynamic Processes in Highly Dispersive Media,Geosciences (Switzerland),"Zaalishvili V.B., Geophysical Institute, Melkov D.A., Geophysical Institute, Martyushev N.V., Geophysical Institute, Klyuev R.V., Technique and Technology of Mining and Oil and Gas Production Department, Kukartsev V.V., Department of Informatics, Konyukhov V.Y., Department of Automation and Control, Kononenko R.V., Computer Hardware and Software Laboratory, Gendon A.L., Basic Department of Financial Control, Oparina T.A., Department of Automation and Control Radon Emanation and Dynamic Processes in Highly Dispersive Media 2024 Geosciences (Switzerland), 14 (4), Art. No. 102, pp. nan-nan",Статья
10.13187/bg.2024.1.302,1,,,1,Russian Federation,0.0,2024,Political and Humanistic Role of Guljamal Khan during and after the Annexation of Merv to Russia; [Политико-гуманистическая роль Гюльджамал-хан во время и после присоединения Мерва к России],Bylye Gody,"Aminov I.I., Moscow Polytechnic University Political and Humanistic Role of Guljamal Khan during and after the Annexation of Merv to Russia; [Политико-гуманистическая роль Гюльджамал-хан во время и после присоединения Мерва к России] 2024 Bylye Gody, 19 (1), Art. No. nan, pp. 302-311",Статья
10.3390/polym16060860,5,Zadorozhnyy M.Y., Laboratory of Functional Polymer Materials,2,"National University of Science and Technology “MISIS”, Center for Project Activities",0.1,2024,Influence of Interfacial Interaction and Composition on Fracture Toughness and Impact Properties of Carbon Fiber-Reinforced Polyethersulfone,Polymers,"Torokhov V.G., Laboratory of Functional Polymer Materials, Chukov D.I., Laboratory of Functional Polymer Materials, Tcherdyntsev V.V., Laboratory of Functional Polymer Materials, Stepashkin A.A., Laboratory of Functional Polymer Materials, Zadorozhnyy M.Y., Laboratory of Functional Polymer Materials Influence of Interfacial Interaction and Composition on Fracture Toughness and Impact Properties of Carbon Fiber-Reinforced Polyethersulfone 2024 Polymers, 16 (6), Art. No. 860, pp. nan-nan",Статья
10.3390/polym16101424,6,"Nazarov V., Dedov A., Doronin F., Savel’ev M., Evdokimov A., Rytikov G."," Faculty of Printing Industry,  Faculty of Printing Industry,  Faculty of Printing Industry,  Faculty of Printing Industry,  Faculty of Printing Industry,  Faculty of Printing Industry",1,"Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University",1.0,2024,The Air Permeability and the Porosity of Polymer Materials Based on 3D-Printed Hybrid Non-Woven Needle-Punched Fabrics,Polymers,"Nazarov V., Faculty of Printing Industry, Dedov A., Faculty of Printing Industry, Doronin F., Faculty of Printing Industry, Savel’ev M., Faculty of Printing Industry, Evdokimov A., Faculty of Printing Industry, Rytikov G., Faculty of Printing Industry The Air Permeability and the Porosity of Polymer Materials Based on 3D-Printed Hybrid Non-Woven Needle-Punched Fabrics 2024 Polymers, 16 (10), Art. No. 1424, pp. nan-nan",Статья
10.1002/app.55148,9,Skopincev I., Department of Processes and Devices in Chemical Technology,1,Moscow Polytechnic University,0.11,2024,Effect of irradiation modification above melting point on the wear resistance of polytetrafluoroethylene,Journal of Applied Polymer Science,"Bekbolatovich S.A., College of Mechanical and Electrical Engineering, Wang X., College of Mechanical and Electrical Engineering, Zheng X., College of Mechanical and Electrical Engineering, Zhou S., College of Mechanical and Electrical Engineering, Huang Y., College of Mechanical and Electrical Engineering, Xu H., College of Mechanical and Electrical Engineering, Skopincev I., Department of Processes and Devices in Chemical Technology, Wu D., College of Mechanical and Electrical Engineering, Gao X., College of Mechanical and Electrical Engineering Effect of irradiation modification above melting point on the wear resistance of polytetrafluoroethylene 2024 Journal of Applied Polymer Science, 141 (13), Art. No. e55148, pp. nan-nan",Статья
10.1016/j.jallcom.2024.174777,6,Golovin I.S., National University of Science and Technology MISIS,2,"Moscow, Moscow Polytechnic University",0.08,2024,Anelasticity of Mg-Mn and Mg-Gd alloys,Journal of Alloys and Compounds,"Golovin I.S., National University of Science and Technology MISIS, Palacheva V.V., National University of Science and Technology MISIS, Cifre J., Universitat de les Illes Balears, Li C.C., School of Material Science and Engineering, Qiao X.G., School of Material Science and Engineering, Zheng M.Y., School of Material Science and Engineering Anelasticity of Mg-Mn and Mg-Gd alloys 2024 Journal of Alloys and Compounds, 995 (nan), Art. No. 174777, pp. nan-nan",Статья
10.1016/j.jallcom.2024.174695,5,,,2,"38 Bolshaya Semyonovskaya Str, National University of Science and Technology MISIS",0.0,2024,New quaternary eutectic Al-Cu-Ca-Si system for designing precipitation hardening alloys,Journal of Alloys and Compounds,"Akopyan T.K., Moscow Polytechnic University, Belov N.A., National University of Science and Technology MISIS, Letyagin N.V., National University of Science and Technology MISIS, Sviridova T.A., National University of Science and Technology MISIS, Cherkasov S.O., National University of Science and Technology MISIS New quaternary eutectic Al-Cu-Ca-Si system for designing precipitation hardening alloys 2024 Journal of Alloys and Compounds, 993 (nan), Art. No. 174695, pp. nan-nan",Статья
10.25018/0236_1493_2024_5_0_144,5,,,1,Moscow,0.0,2024,Analysis of geological information toward sustainable performance of geotechnical systems; [АНАЛИЗ ГЕОЛОГИЧЕСКОЙ ИНФОРМАЦИИ ДЛЯ ОБЕСПЕЧЕНИЯ УСТОЙЧИВОГО ФУНКЦИОНИРОВАНИЯ ГОРНОТЕХНИЧЕСКИХ СИСТЕМ],Mining Informational and Analytical Bulletin,"Klyuev R.V., Moscow Polytechnic University, Martyushev N.V., Kh. Ibragimov Complex Institute of Russian Academy of Sciences, Kukartsev V.V., Reshetnev Siberian State University of Science and Technology, Kukartsev V.A., Siberian Federal University, Brigida V., Federal Research Center «Subtropical Scientific Center of Russian Academy of Sciences» Analysis of geological information toward sustainable performance of geotechnical systems; [АНАЛИЗ ГЕОЛОГИЧЕСКОЙ ИНФОРМАЦИИ ДЛЯ ОБЕСПЕЧЕНИЯ УСТОЙЧИВОГО ФУНКЦИОНИРОВАНИЯ ГОРНОТЕХНИЧЕСКИХ СИСТЕМ] 2024 Mining Informational and Analytical Bulletin, nan (5), Art. No. nan, pp. 144-157",Статья
10.17816/0321-4443-627164,3,,,1,"Moscow, Moscow",0.0,2024,The individual tubular low-toxic combustion chamber,Tractors and Agricultural Machinery,"Kostyukov A.V., Central Scientific and Research Automobile and Automotive Engines Institute NAMI, Valeev A.G., Moscow Polytechnic University, Dementiev A.A., Moscow Polytechnic University The individual tubular low-toxic combustion chamber 2024 Tractors and Agricultural Machinery, 91 (1), Art. No. nan, pp. 13-22",Статья
10.21177/1998-4502-2024-16-1-273-282,4,Eremeeva Z.V., National Research Technological University “MISIS”,2,"Moscow, Moscow Polytechnic University, Moscow",0.12,2024,"Consolidation of mechanically processed sprayed powder of high-speed steel 10P6M5 by methods of cold, hot and dynamic hot pressing; [Консолидация механически обработанного распыленного порошка быстрорежущей стали 10Р6М5 методами холодного прессования, горячего и динамического горячего прессования]",Sustainable Development of Mountain Territories,"Galachieva S.V., North Caucasian Institute of Mining and Metallurgy (State Technological University), Zasypkin M.A., National Research Technological University “MISIS”, Eremeeva Z.V., National Research Technological University “MISIS”, Sharipzyanova G.Kh., Moscow Polytechnic University Consolidation of mechanically processed sprayed powder of high-speed steel 10P6M5 by methods of cold, hot and dynamic hot pressing; [Консолидация механически обработанного распыленного порошка быстрорежущей стали 10Р6М5 методами холодного прессования, горячего и динамического горячего прессования] 2024 Sustainable Development of Mountain Territories, 16 (1), Art. No. nan, pp. 273-282",Статья
10.47197/retos.v55.106261,3,,,1,Russian Federation,0.0,2024,Effects of 52 weeks of a physical exercise program on the speed and muscle strength of Russian basketball players aged 12 to 13 years. Randomized Controlled Trial; [Efectos de 52 semanas de un programa de ejercicio físico sobre la velocidad y fuerza muscular de jugadores rusos de baloncesto de entre 12 a 13 años. Ensayo Controlado Aleatorizado],Retos,"Polevoy G., Moscow Polytechnic University, Fuentes-Barría H., Universidad Arturo Prat, Aguilera-Eguía R., Universidad Católica de la Santísima Concepción Effects of 52 weeks of a physical exercise program on the speed and muscle strength of Russian basketball players aged 12 to 13 years. Randomized Controlled Trial; [Efectos de 52 semanas de un programa de ejercicio físico sobre la velocidad y fuerza muscular de jugadores rusos de baloncesto de entre 12 a 13 años. Ensayo Controlado Aleatorizado] 2024 Retos, 55 (nan), Art. No. nan, pp. 908-914",Статья
10.47197/retos.v57.105912,1,,,1,Russian Federation,0.0,2024,Comprehensive development of physical qualities of football players in the preparatory period; [Desarrollo integral de las cualidades físicas de los futbolistas en el período preparatorio],Retos,"Polevoy G., Moscow Polytechnic University Comprehensive development of physical qualities of football players in the preparatory period; [Desarrollo integral de las cualidades físicas de los futbolistas en el período preparatorio] 2024 Retos, 57 (nan), Art. No. nan, pp. 172-178",Статья
10.1007/s11015-024-01681-x,6,,,1,Moscow,0.0,2024,Effect of screw piercing on the structure and mechanical properties of a continuously cast blank made of wheel steel,Metallurgist,"Romanenko V.P., University of Science and Technology MISIS, Fomin A.V., Moscow Polytechnic University, Sevastianov A.A., Vyksa Metallurgical Plant, Filippov G.A., I.P. Bardin Central Research Institute for Ferrous Metallurgy, Livanova O.V., I.P. Bardin Central Research Institute for Ferrous Metallurgy, Ilyukhin D.S., I.P. Bardin Central Research Institute for Ferrous Metallurgy Effect of screw piercing on the structure and mechanical properties of a continuously cast blank made of wheel steel 2024 Metallurgist, nan (nan), Art. No. nan, pp. nan-nan",Статья
10.24000/0409-2961-2024-4-51-55,2,,,1,Moscow,0.0,2024,Resistance to Pitting Corrosion as a Safety Criterion of Operation of Metal Equipment,Bezopasnost' Truda v Promyshlennosti,"Reformatskaya I.I., Academy of the State Fire Service EMERCOM of Russia, Podobaev A.N., Moscow Polytechnic University Resistance to Pitting Corrosion as a Safety Criterion of Operation of Metal Equipment 2024 Bezopasnost' Truda v Promyshlennosti, 2024 (4), Art. No. nan, pp. 51-55",Статья
10.1557/s43580-024-00877-2,2,,,1,"38 Bolshaya Semenovskaya Street, 38 Bolshaya Semenovskaya Street",0.0,2024,Influence of reactant properties in deposition of silicon oxycarbide thin films by hot filament chemical vapor deposition,MRS Advances,"Garcia Balderas I.E., Moscow Polytechnic University, Petrovich Kondratov A., Moscow Polytechnic University Influence of reactant properties in deposition of silicon oxycarbide thin films by hot filament chemical vapor deposition 2024 MRS Advances, nan (nan), Art. No. nan, pp. nan-nan",Статья
10.21177/1998-4502-2024-16-1-368-378,1,,,1,Moscow,0.0,2024,Phased combined development of gold ore deposits; [Поэтапная комбинированная разработка золоторудных месторождений],Sustainable Development of Mountain Territories,"Golik V.I., Moscow Polytechnic University Phased combined development of gold ore deposits; [Поэтапная комбинированная разработка золоторудных месторождений] 2024 Sustainable Development of Mountain Territories, 16 (1), Art. No. nan, pp. 368-378",Статья
10.1007/s11015-024-01706-5,4,,,1,Moscow,0.0,2024,Statistical investigation of mechanical properties of VT6 alloy bars with globular-lamellar structure,Metallurgist,"Egorova Y.B., Moscow Aviation Institute (National Research University), Skvortsova S.V., Moscow Aviation Institute (National Research University), Davydenko L.V., Moscow Polytechnic University, Gvozdeva O.N., Moscow Aviation Institute (National Research University) Statistical investigation of mechanical properties of VT6 alloy bars with globular-lamellar structure 2024 Metallurgist, nan (nan), Art. No. nan, pp. nan-nan",Статья
10.54770/20729286_2024_1_64,1,,,1,Moscow,0.0,2024,The “File on Extraordinary Phenomena...”: The “Supernatural” in Pre-Revolutionary Russia (1900 – 1901); [«Дело о необычайных явлениях…»: «Cверхъестественное» в предреволюционной России (1900 – 1901 годы)],Novyj Istoriceskij Vestnik,"van Haaske L.A., Moscow Polytechnic University The “File on Extraordinary Phenomena...”: The “Supernatural” in Pre-Revolutionary Russia (1900 – 1901); [«Дело о необычайных явлениях…»: «Cверхъестественное» в предреволюционной России (1900 – 1901 годы)] 2024 Novyj Istoriceskij Vestnik, 79 (1), Art. No. nan, pp. 64-84",Статья
10.3103/S1068798X24010106,2,,,1,Moscow,0.0,2024,Features of the Choice of Knurl Material for Cold Calibration of Cylindrical Mid-Module Gear Wheels,Russian Engineering Research,"Cherepakhin A.A., Moscow Polytechnic University, Lyalyakin V.P., Federal Scientific Agroengineering Center VIM Features of the Choice of Knurl Material for Cold Calibration of Cylindrical Mid-Module Gear Wheels 2024 Russian Engineering Research, 44 (1), Art. No. nan, pp. 74-77",Статья
10.18799/24131830/2024/3/4297,3,Golik V.I., North-Caucasian Mining and Metallurgical Institute (State Technological University),2,"Vladikavkaz, Moscow Polytechnic University",0.17,2024,Prospect of developing a hydrogenic deposit Semizbay; [Перспектива разработки гидрогенного месторождения Семизбай],"Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering","Golik V.I., North-Caucasian Mining and Metallurgical Institute (State Technological University), Razorenov Y.I., South Russian State Polytechnic University, Mizik M.F., Institute of Service and Entrepreneurship Prospect of developing a hydrogenic deposit Semizbay; [Перспектива разработки гидрогенного месторождения Семизбай] 2024 Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering, 335 (3), Art. No. nan, pp. 81-91",Статья
10.1007/s11015-024-01725-2,4,,,1,"Moscow, Moscow",0.0,2024,Computer-aided and experimental study of temperature effect on the quality indicators of piercing mandrels when rolling steel 50 vessels on a screw-rolling mill 30–80. part 1,Metallurgist,"Shatalov R.L., Moscow Polytechnic University, Zagoskin E.E., Moscow Polytechnic University, Medvedev V.A., Bogorodsky Branch of JSC NPO Pribor, Eldeeb I.S., Department “Production Engineering and Mechanical Design” Computer-aided and experimental study of temperature effect on the quality indicators of piercing mandrels when rolling steel 50 vessels on a screw-rolling mill 30–80. part 1 2024 Metallurgist, nan (nan), Art. No. nan, pp. nan-nan",Статья
10.1007/s11015-024-01677-7,3,,,1,Moscow,0.0,2024,Development of rational conditions for cold rolling of AD33 alloy tapes on an industrial 175 × 300 mill using the results of computer simulation,Metallurgist,"Shatalov R.L., Moscow Polytechnic University, Pham V.H., Tran Dai Nghia University, Tran V.Q., Tran Dai Nghia University Development of rational conditions for cold rolling of AD33 alloy tapes on an industrial 175 × 300 mill using the results of computer simulation 2024 Metallurgist, nan (nan), Art. No. nan, pp. nan-nan",Статья
10.28991/CEJ-2024-010-02-015,7,,,1,Moscow,0.0,2024,Development of a Method for Increasing the Fire Resistance of Cast-iron Structures of Cultural Heritage Sites under Reconstruction,Civil Engineering Journal (Iran),"Puzach S., The State Fire Academy of the Ministry of Russian Federation for Civil Defense, Liubov L., Moscow State University of Civil Engineering (National Research University), Кamchatova E., State University of Management, Nosova L., South Ural State Humanitarian and Pedagogical University, Degtyareva V., State University of Management, Tarasova V., Russian University of Transport, Komarova L., Moscow Polytechnic University Development of a Method for Increasing the Fire Resistance of Cast-iron Structures of Cultural Heritage Sites under Reconstruction 2024 Civil Engineering Journal (Iran), 10 (2), Art. No. nan, pp. 555-570",Статья
10.17816/0321-4443-569208,1,Klimov A.V., KAMAZ Innovation Center,2,"Moscow, Moscow Polytechnic University",0.5,2024,Study of methods of energy efficiency improvement considering operation modes of traction electric drive with use of the methods of virtual mathematical modelling,Tractors and Agricultural Machinery,"Klimov A.V., KAMAZ Innovation Center Study of methods of energy efficiency improvement considering operation modes of traction electric drive with use of the methods of virtual mathematical modelling 2024 Tractors and Agricultural Machinery, 91 (1), Art. No. nan, pp. 65-73",Статья
10.47197/retos.v55.105055,3,,,1,Russian Federation,0.0,2024,Effects of 32 weeks of a muscular strength physical training program on the physical condition of Russian children aged 14 to 16 years: Randomized Controlled Trial; [Efectos de 32 semanas de un programa de entrenamiento físico de fuerza muscular sobre la condición física de niños rusos de entre 14 a 16 años: Ensayo Controlado Aleatorizado],Retos,"Polevoy G., Moscow Polytechnic University, Fuentes-Barría H., Universidad Arturo Prat, Aguilera-Eguía R., Universidad Católica de la Santísima Concepción Effects of 32 weeks of a muscular strength physical training program on the physical condition of Russian children aged 14 to 16 years: Randomized Controlled Trial; [Efectos de 32 semanas de un programa de entrenamiento físico de fuerza muscular sobre la condición física de niños rusos de entre 14 a 16 años: Ensayo Controlado Aleatorizado] 2024 Retos, 55 (nan), Art. No. nan, pp. 1038-1044",Статья
10.1007/s11837-023-06244-0,5,,,2,"38, National University of Science and Technology MISIS",0.0,2024,New Generation Wrought Al-Ca-Mg Natural Composite Alloys as an Alternative to the 5000 Series Alloys,JOM,"Akopyan T.K., Moscow Polytechnic University, Belov N.A., National University of Science and Technology MISIS, Letyagin N.V., National University of Science and Technology MISIS, Fortuna A.S., National University of Science and Technology MISIS, Nguen X.D., National University of Science and Technology MISIS New Generation Wrought Al-Ca-Mg Natural Composite Alloys as an Alternative to the 5000 Series Alloys 2024 JOM, 76 (2), Art. No. nan, pp. 785-795",Статья
,4,Gilev G.A., Moscow Pedagogical State University,2,"Moscow, Moscow Polytechnic University, Moscow",0.12,2024,INTERACTION OF SPEED AND STRENGTH ABILITIES OF JUDOISTS IN INCREASING SPEED-STRENGTH ACTIONS,Teoriya i Praktika Fizicheskoy Kultury,"Gilev G.A., Moscow Pedagogical State University, Ivankov C.T., Moscow Pedagogical State University, Zino H., Moscow Pedagogical State University, Semenova M.A., Moscow Polytechnic University INTERACTION OF SPEED AND STRENGTH ABILITIES OF JUDOISTS IN INCREASING SPEED-STRENGTH ACTIONS 2024 Teoriya i Praktika Fizicheskoy Kultury, 2024 (3), Art. No. nan, pp. 25-27",Статья
10.1177/10775463241239381,6,"Evgeny K., Vladimir G., Alexey L., Julia B., Alexander P."," Laboratory of Composites Mechanics,  Department of Computer Simulating in Mechanical Engineering,  Laboratory of Composites Mechanics,  Department of Computer Simulating in Mechanical Engineering,  Department of Computer Simulating in Mechanical Engineering",3,"Lavrentyev Institute of Hydrodynamics, Department of Computer Simulating in Mechanical Engineering, Moscow Polytechnic University, Lavrentyev Institute of Hydrodynamics, Department of Computer Simulating in Mechanical Engineering, Moscow Polytechnic University, Moscow Polytechnic University",0.67,2024,Parametric control of quasi-zero stiffness mechanisms for vibration isolation at near-zero frequencies,JVC/Journal of Vibration and Control,"Chang-Myung L., Department of Aerospace and Mechanical Engineering, Evgeny K., Laboratory of Composites Mechanics, Vladimir G., Department of Computer Simulating in Mechanical Engineering, Alexey L., Laboratory of Composites Mechanics, Julia B., Department of Computer Simulating in Mechanical Engineering, Alexander P., Department of Computer Simulating in Mechanical Engineering Parametric control of quasi-zero stiffness mechanisms for vibration isolation at near-zero frequencies 2024 JVC/Journal of Vibration and Control, nan (nan), Art. No. nan, pp. nan-nan",Статья
10.17816/0321-4443-625989,5,,,1,"Moscow, Moscow, Moscow",0.0,2024,Justification of usability of the heat accumulator of phase transition in vehicles’ engines pre-start warming-up procedure,Tractors and Agricultural Machinery,"Kolunin A.V., Moscow Polytechnic University, Kaminsky V.N., Moscow Polytechnic University, Apelinsky D.V., Moscow Polytechnic University, Lazarev E.S., Omsk State Transport University, Korytov M.S., Siberian State Automobile and Highway University Justification of usability of the heat accumulator of phase transition in vehicles’ engines pre-start warming-up procedure 2024 Tractors and Agricultural Machinery, 91 (1), Art. No. nan, pp. 55-64",Статья
10.17580/tsm.2024.04.11,3,Akopyan T.K., Department of Metal Forming,2,"National University of Science and Technology MISIS, Department of Materials Science",0.17,2024,ANALYSIS OF TEMPERATURE AND THE STRESS AND STRAIN STATE OF ALLOY 01570 USING A SIMULATION METHOD FOR RADIAL SHEAR ROLLING,Tsvetnye Metally,"Nguyen S.Z., Department of Metal Forming, Gamin Y.V., Department of Metal Forming, Akopyan T.K., Department of Metal Forming ANALYSIS OF TEMPERATURE AND THE STRESS AND STRAIN STATE OF ALLOY 01570 USING A SIMULATION METHOD FOR RADIAL SHEAR ROLLING 2024 Tsvetnye Metally, 2024 (4), Art. No. nan, pp. 84-91",Статья
,3,Kim T.K., Moscow Pedagogical State University,2,"Moscow, Moscow Polytechnic University, Moscow",0.17,2024,CONCRETIZATION OF SEMANTIC CONSTRUCTS BY YOUNG ATHLETES AS A CONDITION FOR THE IMPLEMENTATION OF THE COACH’S FOCUS ON QUALITY TRAINING ACTIVITIES,Teoriya i Praktika Fizicheskoy Kultury,"Kim T.K., Moscow Pedagogical State University, Kuzmenko G.A., Moscow Pedagogical State University, Korneev E.V., Moscow Polytechnic University CONCRETIZATION OF SEMANTIC CONSTRUCTS BY YOUNG ATHLETES AS A CONDITION FOR THE IMPLEMENTATION OF THE COACH’S FOCUS ON QUALITY TRAINING ACTIVITIES 2024 Teoriya i Praktika Fizicheskoy Kultury, 2024 (4), Art. No. nan, pp. 24-26",Статья
,5,,,2,"Moscow, Moscow, Moscow, Smolensk State University of Sports",0.0,2024,A MODEL FOR COMPLETING THE PLAYING LINKS OF THE WOMEN'S STUDENT TEAM IN MINI-FOOTBALL,Teoriya i Praktika Fizicheskoy Kultury,"Pleshakov A.A., Moscow Polytechnic University, Egorycheva E.V., Moscow Polytechnic University, Zhemchug Y.S., Minin Nizhny Novgorod State Pedagogical University, Sedov I.A., Minin Nizhny Novgorod State Pedagogical University, Rodin A.V., Moscow Polytechnic University A MODEL FOR COMPLETING THE PLAYING LINKS OF THE WOMEN'S STUDENT TEAM IN MINI-FOOTBALL 2024 Teoriya i Praktika Fizicheskoy Kultury, 2024 (3), Art. No. nan, pp. 104-106",Статья
,4,,,2,"Moscow, Vyatka State University",0.0,2024,PSYCHOLOGICAL CHARACTERISTICS AND PSYCHOEMOTIONAL STATE OF PERSONS PRACTICING MOTOR MEDITATION,Teoriya i Praktika Fizicheskoy Kultury,"Shirokova E.A., Кaluga State University named after K.E. Tsiolkovski, Makeeva V.S., The Russian University of Sport «GTSOLIFK», Sablin A.B., Moscow Technical University of Communications and Informatics, Polevoy G.G., Moscow Polytechnic University PSYCHOLOGICAL CHARACTERISTICS AND PSYCHOEMOTIONAL STATE OF PERSONS PRACTICING MOTOR MEDITATION 2024 Teoriya i Praktika Fizicheskoy Kultury, 2024 (5), Art. No. nan, pp. 63-65",Статья
10.1109/TSUSC.2024.3380607,10,Shvetsov A.V., Department of Smart Technologies,1,Moscow Polytechnic University,0.1,2024,"Wireless Power Transfer Technologies, Applications, and Future Trends: A Review",IEEE Transactions on Sustainable Computing,"Alabsi A., School of Computer Science and Technology, Hawbani A., School of Computer Science, Wang X., School of Computer Science and Technology, Dubai A.A., School of Computing, Hu J., School of Engineering and Information Technology, Aziz S.A., School of Computer Science and Technology, Kumar S., Department of CSE, Zhao L., School of Computer Science, Shvetsov A.V., Department of Smart Technologies, Alsamhi S.H., Department of Electrical Engineering Wireless Power Transfer Technologies, Applications, and Future Trends: A Review 2024 IEEE Transactions on Sustainable Computing, nan (nan), Art. No. nan, pp. 1-18",Статья
10.21902/Revrima.v1i43.6722,6,,,1,Russian Federation,0.0,2024,LEGAL STATUS AND THE ISSUES OF LEGAL PERSONHOOD OF ARTIFICIAL INTELLIGENCE; [STATUS LEGAL E AS QUESTÕES DE PERSONALIDADE JURÍDICA DA INTELIGÊNCIA ARTIFICIAL],Relacoes Internacionais no Mundo Atual,"Akhmetshin E., Elabuga Institute of Kazan Federal University – Russia Moscow Aviation Institute (National Research University), Kirillova E., Southwest State University, Abdullayev I., Urgench State University, Fedorov A., Kaluga State University named after K.E. Tsiolkovski, Tretyak E., Moscow Polytechnic University, Kochetkov E., Financial University under the Government of the Russian Federation LEGAL STATUS AND THE ISSUES OF LEGAL PERSONHOOD OF ARTIFICIAL INTELLIGENCE; [STATUS LEGAL E AS QUESTÕES DE PERSONALIDADE JURÍDICA DA INTELIGÊNCIA ARTIFICIAL] 2024 Relacoes Internacionais no Mundo Atual, 1 (43), Art. No. e-6722, pp. 356-366",Статья
